Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don’t get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What’s your ethnicity?,The organization you work for is in which of the following?
2/27/2017 13:06:27,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Senior Communications Specialist,Data Visualization Role has same compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Both,Business Intelligence Tools,No,Research,20,10,0,30,10,Illustrator;Excel;D3;RAW,I'm able to choose my own tools.,Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Treemap;Network Diagram;Choropleth Map;Flow Diagram,General Public;Government,Intro;Moderate,Monthly,Analysis;Learning;decision-making,Consultative,Mostly everything that is _not_ involved in the work of data viz,I'm not a programmer- so my tool use is limited to the GUIs,You mean aside from getting paid more? ,,It took me some time to teach this so it's not true anymore- but the length of time it takes to develop an effective visualization was severely under-appreciated at first.,If I could write code.,More meetups in the Bay Area (but if we're being totally honest: the meetup would have to occur within a few blocks of my home in Oakland since I have a 5 yr old kid and my social capabilities are limited).,,Much more,male,26 - 35,USA or Canada,white,Not-for-profit
2/27/2017 13:11:27,2,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Institutional Research Analyst,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,,Business Intelligence Tools,No,Research,15,0,15,5,25,Excel;Tableau;SPSS,We have a set list of tools we're expected to use for data visualization.,Dashboard;Static Web Page;Documents;Presentations,Line Chart;Bar Chart,General Public;Project Managers;Executives,Intro;Moderate,Monthly,Analysis;Summarization;Learning;Research,Collaborative,Not enough time. Too many projects. ,,,More time to devote ,,,,,Much more,male,26 - 35,USA or Canada,white,Public sector
2/27/2017 13:13:23,3,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Datajournalist,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Communication,Embedded in another team,Completely custom,No,Newsroom,60,8,8,16,8,Illustrator;Excel;D3;Leaflet;Other Javascript;SVG;C#;RDBMS;QGis;,I'm able to choose my own tools.,Newsarticles via CMS (Drupal),Line Chart;Bar Chart;Pie Chart;Infographics;Choropleth Map;Raster Map,General Public,Intro,,News ,Subordinate,Deadlines- weird decisions,Not enough ambition- lack of skills,Better skilled colleagues ,More storytelling ,I'm a programmer among journalists: they have no clue,Better development of ideas and iterative approach,,,More,male,36 - 45,Europe,white,Public sector
2/27/2017 13:13:32,5,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Freelancer specializing in data visualization,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Consultant,,,,,,60,0,0,20,20,D3;React,I'm able to choose my own tools.,Scrollytelling;Interactive Web Page,Line Chart;Bar Chart;Network Diagram;Bespoke visualizations,General Public,Intro,,Entertainment;Learning,,Answering email,Data cleaning,Get help in managing client requests and relationships,,That it's more than about making it pretty- and that every component should have a purpose.  Also that it's highly exploratory work- in trying to understand the data and how to visualize it.,Better education/training on how to read a visualization,How to communicate a new visualization idea to general public,,Same,female,26 - 35,USA or Canada,,Mixed
2/27/2017 13:22:38,5,PhD,Mostly Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Machine Learning;Exploration,Embedded in another team,ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Research,,,,,,D3;Leaflet;Mapbox;Highcharts;Other Javascript;Pandas;Other Python,I'm able to choose my own tools.,Embedded in a tool;Static Web Page,Network Diagram;Choropleth Map;boxplots;scatterplots,General Public;Engineers;Scientists,Moderate,Monthly,Summarization;Learning,Collaborative,,Finding good data,,,,,,,More,male,36 - 45,MIddle East & Africa,white,Public sector
2/27/2017 13:28:02,2,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,,Data Visualization Role has higher compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Contractor,,,,,,40,50,0,20,10,SSRS,We have a set list of tools we're expected to use for data visualization.,Documents,Line Chart;Bar Chart;Choropleth Map,Project Managers;Executives,Moderate,Daily,Analysis,Consultative,,Not being able to choose my tools ,,,,,,,Same,male,26 - 35,Europe,white,Private sector
2/27/2017 13:32:23,6,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Visual Journalist,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Separate data visualization team,General charting libraries;Completely custom,No,Design,33,0,0,33,33,Illustrator;Excel;D3;Leaflet;Mapbox;WebGL;Other Javascript,I'm able to choose my own tools.,Scrollytelling;Static Web Page,Line Chart;Bar Chart;Infographics;Network Diagram;Choropleth Map;Raster Map,General Public,Intro;Moderate;Expert,Weekly,Entertainment;Summarization,Consultative,,,,,,,,,More,male,26 - 35,USA or Canada,white,Private sector
2/27/2017 13:34:18,3,Masters,Mostly Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,creative technologist (freelance),Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Hired to do data visualization,Consultant,,,,,,,,0,,,Excel;D3;Processing;Leaflet;Mapbox;WebGL;Highcharts;Recharts;Other Javascript;React;Other MVC;clojure,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;interactive,Line Chart;Bar Chart;Pie Chart;Treemap;Choropleth Map;Flow Diagram,General Public;Engineers;NGOs,Intro;Moderate,Daily,Analysis;Summarization;Research,Collaborative,finding interesting projects,,so I wouldn't have to worry about clients ;),,,,,,Much more,male,26 - 35,Europe,,Mixed
2/27/2017 13:37:43,,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Exploration,Embedded in another team,General charting libraries;Completely custom,No,Design;IT,40,,,50,10,Illustrator;Excel;Tableau;D3;Highcharts;Other Javascript,I'm able to choose my own tools.,Dashboard;Static Web Page;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Flow Diagram,General Public;Executives;Faculty,Moderate,Monthly,Analysis;Research,Collaborative,Inconsistent goals; stakeholders request visuals before data/content,,more time for prototyping- planning- blueprinting,Would like to increase programming skills to prototype faster,The time involved for creative- effective visualizations,More time to plan and create project plans,,,Same,female,46 - 55,USA or Canada,white,Public sector
2/27/2017 13:41:33,3,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Developer,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing,Separate data visualization team,Completely custom,Yes,Design;Marketing;IT,40,10,10,10,10,Illustrator;Excel;D3;Mapbox;WebGL;Other Javascript;React;qgis,We have a set list of tools we're expected to use for data visualization.,Dashboard;Scrollytelling;Static Web Page;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Network Diagram;Choropleth Map;Raster Map;Flow Diagram;3D Chart,General Public;Analysts;Product Managers;Project Managers;Executives,Intro;Moderate;Expert,Quarterly,Entertainment;Analysis;Summarization;Learning;Research,Consultative,Lack of creative input/ability to story tell,expectations,more creative input in the whole process,,,,,,More,male,25 or younger,Europe,,Private sector
2/27/2017 13:43:54,6,Masters,Mostly from School,Intended to work in data visualization,Yes,Information Designer,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Consultant,,,,,,2,0,0,98,0,Illustrator;Excel,I'm able to choose my own tools.,Embedded in a tool;Scrollytelling;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Flow Diagram,General Public;Scientists,Intro;Moderate,Monthly,Entertainment;Analysis;Research,Collaborative,Content is not interesting or socially valuable. ,Data visualization is a tool but often is treated as a must-have or nice accessory,The scope of it. ,,,,Less tweets that says 'Amazing' in it and way more critical thinking. ,,Same,male,26 - 35,USA or Canada,white,Private sector
2/27/2017 13:48:14,4,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Research Engineer,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Communication;Exploration,Embedded in another team,Business Intelligence Tools;Completely custom,No,Research,10,30,20,5,35,Tableau;D3;Leaflet;Mapbox;WebGL,I'm able to choose my own tools.,Embedded in a tool;Dashboard,Line Chart;Bar Chart;Network Diagram;Choropleth Map,General Public;Executives,Moderate,Weekly,Analysis;Summarization,Collaborative,Dataviz is a viewed as subsidiary to data science,Fiew collegues consider it important to convey information about data. ,The organization should have muco more consideration for dataviz practice and results ,Working closer to designers in everyday activity ,Main focus on data science-  exploration or navigstion of data is not perceived as useful ,Have timeline of activities more precise ,Dataviz should be part of the entire data procrssing activity- so kuch attention to integration with data science and design.,,Much more,male,36 - 45,Europe,white,Private sector
2/27/2017 13:49:35,0,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Curator,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,Both,Business Intelligence Tools;Completely custom,No,Research,20,10,10,10,50,Illustrator;Excel;Tableau;D3;Venngage,I'm able to choose my own tools.,Dashboard;Documents;Presentations,Bar Chart;Pie Chart;Infographics;Network Diagram,Executives;Board Members,Intro,Quarterly,Analysis;Summarization;Learning;Research,Subordinate,Data wrangling,Coding proficiency,,Coding proficiency,,,,,Much more,,,,,Not-for-profit
2/27/2017 13:53:28,4,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Research Specialist,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,Research;IT,10,15,10,5,60,ggplot;Other R,I'm able to choose my own tools.,Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Network Diagram;Flow Diagram,General Public;Scientists;Project Managers;Executives,Intro;Moderate;Expert,Monthly,Learning;Research,Collaborative,Data-based research is- in general- a very new endeavor for my institution- and so there is no established career path outside my current project if I want to remain working here.,Incredible amount of data cleanup work reduces time spent on statistical modeling and visualization design.,Expand my responsibilities past this single project,I would like to gain more experience in interact visualization design.,They do not understand that data-based research and visualization is an iterative process that requires many rounds of discussion and revision.,,,,More,male,26 - 35,USA or Canada,white,Not-for-profit
2/27/2017 13:55:05,3,Other,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Lead UI Developer,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Exploration,Embedded in another team,Business Intelligence Tools;Completely custom,Yes,Design;Engineering;Research,20,20,10,30,20,Tableau;D3;WebGL,I'm able to choose my own tools.,Dashboard;Static Web Page;Presentations,Line Chart;Pie Chart;Treemap;Network Diagram;Raster Map;Flow Diagram;3D Chart,Analysts;Engineers;Executives,Expert,Daily,Analysis;Learning;Research,Consultative,time constraints ,data formats,,,,,,,,male,26 - 35,USA or Canada,white,Private sector
